ticker,company_name,sector,sub_sector,industry,sub_industry,sub_industry_code,index_membership,listing_date,listing_board,shares_outstanding,market_cap
PTSN,Sat Nusapersada Tbk,Technology,Technology Hardware & Equipment,Networking Equipment,Networking Equipment,I211,"COMPOSITE, DBX, IDXSMC-COM, IDXTECHNO, ISSI",2007-11-08,Development,5314344000,1466758944000
PTSP,Pioneerindo Gourmet Internatio,Consumer Cyclicals,Consumer Services,Tourism & Recreation,Restaurants,E515,"COMPOSITE, DBX, IDXCYCLIC, ISSI",1994-05-30,Development,220808000,196519120000
PUDP,Pudjiadi Prestige Tbk.,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,"COMPOSITE, DBX, IDXPROPERT",1994-11-18,Development,659120000,200372480000
PURA,Putra Rajawali Kencana Tbk.,Transportation & Logistic,Logistics & Deliveries,Logistics & Deliveries,Logistics & Deliveries,K211,"COMPOSITE, IDXTRANS, ISSI",2020-01-29,Watchlist,6301930902,201661788864
PURE,Trinitan Metals and Minerals T,Basic Materials,Basic Materials,Metals & Minerals,Diversified Metals & Minerals,B146,"COMPOSITE, IDXBASIC",2019-10-09,Watchlist,1375181505,70134256755
PURI,Puri Global Sukses Tbk.,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,"COMPOSITE, DBX, IDXPROPERT, ISSI",2020-09-08,Development,1000000000,136000000000
PWON,Pakuwon Jati Tbk.,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,"COMPOSITE, ECONOMIC30, ESGQKEHATI, ESGSKEHATI, IDX80, IDXESGL, IDXPROPERT, IDXQ30, IDXSMC-COM, IDXSMC-LIQ, IDXV30, KOMPAS100, MBX, MNC36, SRI-KEHATI",1989-10-09,Main,48159602400,12810454238400
PYFA,Pyridam Farma Tbk,Healthcare,Pharmaceuticals & Health Care Research,Pharmaceuticals,Pharmaceuticals,F211,"COMPOSITE, DBX, IDXHEALTH, IDXSMC-COM",2001-10-16,Development,11236750616,2359717606260
PZZA,Sarimelati Kencana Tbk.,Consumer Cyclicals,Consumer Services,Tourism & Recreation,Restaurants,E515,"COMPOSITE, DBX, IDXCYCLIC, ISSI",2018-05-23,Development,3021875000,580200000000
RAAM,Tripar Multivision Plus Tbk.,Consumer Cyclicals,Media & Entertainment,Entertainment & Movie Production,Entertainment & Movie Production,E621,"COMPOSITE, IDXCYCLIC, IDXSMC-COM, ISSI, MBX",2023-05-08,Main,6813620000,1389978480000
RAFI,Sari Kreasi Boga Tbk.,Consumer Cyclicals,Consumer Services,Tourism & Recreation,Restaurants,E515,"COMPOSITE, IDXCYCLIC",,Watchlist,3128140475,112613057100
RAJA,Rukun Raharja Tbk.,Energy,"Oil, Gas & Coal",Oil & Gas,Oil & Gas Storage & Distribution,A112,"COMPOSITE, IDX80, IDXENERGY, IDXG30, IDXSMC-COM, ISSI, JII, JII70, KOMPAS100, MBX",2006-04-19,Main,21135412500,18810517125000
RALS,Ramayana Lestari Sentosa Tbk.,Consumer Cyclicals,Retailing,Department Stores,Department Stores,E731,"COMPOSITE, IDXCYCLIC, IDXSMC-COM, ISSI, MBX",1996-07-24,Main,7096000000,2682288000000
RANC,Supra Boga Lestari Tbk.,Consumer Non-Cyclicals,Food & Staples Retailing,Food & Staples Retailing,Supermarkets & Convenience Store,D113,"COMPOSITE, DBX, IDXNONCYC, IDXSMC-COM, ISSI",2012-06-07,Development,1564487500,813533500000
RANS,Rans Entertainmen Indonesia Tb,Consumer Cyclicals,Media & Entertainment,Entertainment & Movie Production,Entertainment & Movie Production,E621,"COMPOSITE, DBX, IDXCYCLIC",2026-07-10,Development,12609250000,2622724000000
RATU,Raharja Energi Cepu Tbk.,Energy,"Oil, Gas & Coal",Oil & Gas,Oil & Gas Production & Refinery,A111,"COMPOSITE, DBX, I-GRADE, IDX80, IDXENERGY, IDXSHAGROW, IDXSMC-COM, ISSI, JII, JII70, KOMPAS100",2025-01-08,Development,2715053800,13982527070000
RBMS,Ristia Bintang Mahkotasejati T,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,"COMPOSITE, DBX, IDXPROPERT, ISSI",1997-12-19,Development,2656212826,172653833690
RCCC,Utama Radar Cahaya Tbk.,Transportation & Logistic,Logistics & Deliveries,Logistics & Deliveries,Logistics & Deliveries,K211,ABX,,Acceleration,787500000,78750000000
RDTX,Roda Vivatex Tbk,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,"COMPOSITE, IDXPROPERT, IDXSMC-COM",1990-05-14,Development,268800000,3655680000000
REAL,Repower Asia Indonesia Tbk.,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,"COMPOSITE, DBX, IDXPROPERT, ISSI",2019-12-06,Development,6633610151,338314117701
RELF,Graha Mitra Asia Tbk.,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,ABX,2023-06-22,Acceleration,5727832195,206201959020
RELI,Reliance Sekuritas Indonesia T,Financials,Investment Service,Investment Services,Investment Banking & Brokerage Services,G312,"COMPOSITE, DBX, IDXFINANCE, IDXSMC-COM",2005-07-13,Development,1800000000,885600000000
RGAS,Kian Santang Muliatama Tbk.,Energy,"Oil, Gas & Coal","Oil, Gas & Coal Supports","Oil, Gas & Coal Equipment & Services",A132,"COMPOSITE, DBX, IDXENERGY, ISSI",2023-11-08,Watchlist,1459234110,353134654620
RICY,Ricky Putra Globalindo Tbk,Consumer Cyclicals,Apparel & Luxury Goods,Apparel & Luxury Goods,"Clothing, Accessories & Bags",E411,"COMPOSITE, DBX, IDXCYCLIC",1998-01-22,Development,641717510,50053965780
RIGS,Rig Tenders Indonesia Tbk.,Energy,"Oil, Gas & Coal",Coal,Coal Distribution,A122,"COMPOSITE, DBX, IDXENERGY",1990-03-05,Development,609130000,414208400000
RIMO,Rimo International Lestari Tbk,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,"COMPOSITE, IDXPROPERT, IDXSMC-COM",2000-11-10,Watchlist,45080600000,2254030000000
RISE,Jaya Sukses Makmur Sentosa Tbk,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,"COMPOSITE, DBX, IDXPROPERT, ISSI",2018-07-09,Development,16198599990,16117606990050
RLCO,Abadi Lestari Indonesia Tbk.,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,"Fish, Meat, & Poultry",D231,"COMPOSITE, DBX, IDXNONCYC",2025-12-08,Development,3125000000,16406250000000
RMKE,RMK Energy Tbk.,Energy,"Oil, Gas & Coal",Coal,Coal Distribution,A122,"COMPOSITE, IDXENERGY, IDXSMC-COM, IDXSMC-LIQ, ISSI, MBX",2021-12-07,Main,21875000000,9143750000000
RMKO,Royaltama Mulia Kontraktorindo,Energy,"Oil, Gas & Coal","Oil, Gas & Coal Supports","Oil, Gas & Coal Equipment & Services",A132,"COMPOSITE, DBX, IDXENERGY, ISSI",2023-07-31,Development,1576720595,469862737310
ROCK,Rockfields Properti Indonesia,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,"COMPOSITE, DBX, IDXPROPERT, IDXSMC-COM, ISSI",2020-09-10,Development,1435185100,2568981329000
RODA,Pikko Land Development Tbk.,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,"COMPOSITE, DBX, IDXPROPERT, ISSI",2001-10-22,Development,13592128209,774751307913
RONY,Aracord Nusantara Group Tbk.,Infrastructures,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering,J211,"COMPOSITE, DBX, IDXINFRA, IDXSMC-COM",2020-04-09,Development,1250000000,1650000000000
ROTI,Nippon Indosari Corpindo Tbk.,Consumer Non-Cyclicals,Food & Beverage,Processed Foods,Processed Foods,D222,"COMPOSITE, DBX, IDXNONCYC, IDXSMC-COM, ISSI",2010-06-28,Development,6186488888,3711893332800
RSCH,Charlie Hospital Semarang Tbk.,Healthcare,Healthcare Equipment & Providers,Healthcare Providers,Healthcare Providers,F121,"COMPOSITE, DBX, IDXHEALTH, IDXSMC-COM, ISSI",,Development,2650000000,853300000000
RSGK,Kedoya Adyaraya Tbk.,Healthcare,Healthcare Equipment & Providers,Healthcare Providers,Healthcare Providers,F121,"COMPOSITE, DBX, IDXHEALTH, ISSI",2021-09-08,Development,929675000,920378250000
RUIS,Radiant Utama Interinsco Tbk.,Energy,"Oil, Gas & Coal","Oil, Gas & Coal Supports","Oil, Gas & Coal Equipment & Services",A132,"COMPOSITE, DBX, IDXENERGY, ISSI",2006-07-12,Development,770000000,160160000000
RUNS,Global Sukses Solusi Tbk.,Technology,Software & IT Services,Software,Software,I131,ABX,2021-09-08,Acceleration,983557875,62947704000
SAFE,Steady Safe Tbk,Transportation & Logistic,Transportation,Passenger Land Transportation,Road Transportation,K132,"COMPOSITE, DBX, IDXTRANS, ISSI",,Development,821207512,303846779440
SAGE,Saptausaha Gemilangindah Tbk.,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,"COMPOSITE, IDXPROPERT, ISSI",2023-03-08,Watchlist,8033527260,281173454100
SAME,Sarana Meditama Metropolitan T,Healthcare,Healthcare Equipment & Providers,Healthcare Providers,Healthcare Providers,F121,"COMPOSITE, IDXHEALTH, IDXSMC-COM, ISSI, MBX",2013-01-11,Main,17164632545,5080731233320
SAMF,Saraswanti Anugerah Makmur Tbk,Basic Materials,Basic Materials,Chemicals,Agricultural Chemicals,B112,"COMPOSITE, IDXBASIC, IDXSMC-COM, ISSI, MBX",2020-03-31,Main,10250000000,2870000000000
SAPX,Satria Antaran Prima Tbk.,Transportation & Logistic,Logistics & Deliveries,Logistics & Deliveries,Logistics & Deliveries,K211,"COMPOSITE, DBX, IDXTRANS, ISSI",2018-10-03,Development,833333300,176666659600
SATU,Kota Satu Properti Tbk.,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,"COMPOSITE, DBX, IDXPROPERT, ISSI",2018-11-05,Development,1375000000,360250000000
SBAT,Sejahtera Bintang Abadi Textil,Consumer Cyclicals,Apparel & Luxury Goods,Apparel & Luxury Goods,Textiles,E413,"COMPOSITE, IDXCYCLIC",2020-04-08,Watchlist,4752982378,4752982378
SBMA,Surya Biru Murni Acetylene Tbk,Basic Materials,Basic Materials,Chemicals,Basic Chemicals,B111,"COMPOSITE, DBX, IDXBASIC, ISSI",2021-09-08,Development,929926282,100432038456
SCCO,Supreme Cable Manufacturing &,Industrials,Industrial Goods,Electrical,Electrical Components & Equipment,C131,"COMPOSITE, DBX, IDXINDUST, IDXSMC-COM, ISSI",1982-07-20,Development,822333600,1899590616000
SCMA,Surya Citra Media Tbk.,Consumer Cyclicals,Media & Entertainment,Media,Broadcasting,E612,"COMPOSITE, ECONOMIC30, ESGQKEHATI, ESGSKEHATI, IDX80, IDXCYCLIC, IDXESGL, IDXG30, IDXHIDIV20, IDXLQ45LCL, IDXQ30, IDXSMC-COM, IDXSMC-LIQ, KOMPAS100, LQ45, MBX",2002-07-16,Main,63564703280,15385878457040
SCNP,Selaras Citra Nusantara Perkas,Consumer Cyclicals,Household Goods,Household Goods,Household Appliances,E212,"COMPOSITE, DBX, IDXCYCLIC, ISSI",2020-09-07,Development,2500000000,387500000000
SCPI,Organon Pharma Indonesia Tbk.,Healthcare,Pharmaceuticals & Health Care Research,Pharmaceuticals,Pharmaceuticals,F211,"COMPOSITE, IDXHEALTH, ISSI",1990-06-08,Watchlist,3600000,104400000000
SDMU,Sidomulyo Selaras Tbk.,Transportation & Logistic,Logistics & Deliveries,Logistics & Deliveries,Logistics & Deliveries,K211,"COMPOSITE, DBX, IDXTRANS",2011-07-12,Development,2250691100,175553905800
SDPC,Millennium Pharmacon Internati,Consumer Non-Cyclicals,Food & Staples Retailing,Food & Staples Retailing,Drug Retail & Distributors,D111,"COMPOSITE, DBX, IDXNONCYC, ISSI",1990-05-07,Development,1274000000,230594000000
SDRA,Bank Woori Saudara Indonesia 1,Financials,Banks,Banks,Banks,G111,"COMPOSITE, DBX, IDXFINANCE, IDXSMC-COM",2006-12-15,Development,14545267990,3345411637700
SEMA,Semacom Integrated Tbk.,Energy,Alternative Energy,Alternative Energy Equipment,Alternative Energy Equipment,A211,"COMPOSITE, DBX, IDXENERGY, ISSI",2022-01-10,Development,1347258842,132031366516
SFAN,Surya Fajar Capital Tbk.,Financials,Holding & Investment Companies,Holding & Investment Companies,Financial Holdings,G511,"COMPOSITE, DBX, IDXFINANCE, IDXSMC-COM",2019-06-19,Development,1359934021,2685869691475
SGER,Sumber Global Energy Tbk.,Energy,"Oil, Gas & Coal",Coal,Coal Distribution,A122,"COMPOSITE, I-GRADE, IDXENERGY, IDXSMC-COM, ISSI, KOMPAS100, MBX",,Main,15586909438,7606411805744
SGRO,Prime Agri Resources Tbk.,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,Plantations & Crops,D232,"COMPOSITE, IDXNONCYC, IDXSMC-COM, ISSI, MBX",2007-06-18,Main,1818622000,7401791540000
SHID,Hotel Sahid Jaya International,Consumer Cyclicals,Consumer Services,Tourism & Recreation,"Hotels, Resorts & Cruise Lines",E512,"COMPOSITE, DBX, IDXCYCLIC, IDXSMC-COM, ISSI",1990-05-08,Development,1119326168,688385593320
SHIP,Sillo Maritime Perdana Tbk.,Energy,"Oil, Gas & Coal",Oil & Gas,Oil & Gas Storage & Distribution,A112,"COMPOSITE, IDXENERGY, IDXSMC-COM",2016-06-16,Main,2719790000,5548371600000
SICO,Sigma Energy Compressindo Tbk.,Energy,"Oil, Gas & Coal","Oil, Gas & Coal Supports","Oil, Gas & Coal Equipment & Services",A132,"COMPOSITE, DBX, IDXENERGY, ISSI",2022-04-08,Development,910077764,98288398512
SIDO,Industri Jamu dan Farmasi Sido,Healthcare,Pharmaceuticals & Health Care Research,Pharmaceuticals,Pharmaceuticals,F211,"COMPOSITE, ESGQKEHATI, ESGSKEHATI, IDX80, IDXESGL, IDXHEALTH, IDXQ30, IDXSMC-COM, IDXSMC-LIQ, Investor33, ISSI, JII70, KOMPAS100, MBX, SRI-KEHATI",2013-12-18,Main,30000000000,10860000000000
SILO,Siloam International Hospitals,Healthcare,Healthcare Equipment & Providers,Healthcare Providers,Healthcare Providers,F121,"COMPOSITE, IDXHEALTH, IDXSMC-COM, ISSI, MBX, MNC36",2013-09-12,Main,13006125000,28613475000000
SIMA,Siwani Makmur Tbk,Basic Materials,Basic Materials,Containers & Packaging,Containers & Packaging,B131,"COMPOSITE, IDXBASIC",1994-06-03,Watchlist,442589871,22129493550
SIMP,Salim Ivomas Pratama Tbk.,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,Plantations & Crops,D232,"COMPOSITE, ESGSKEHATI, IDXNONCYC, IDXSMC-COM, ISSI, MBX",2011-06-09,Main,15501310000,9533305650000
SINI,Singaraja Putra Tbk.,Industrials,Industrial Goods,Building Products & Fixtures,Building Products & Fixtures,C121,"COMPOSITE, IDXINDUST, IDXSMC-COM",2019-11-08,Watchlist,1202500000,8958625000000
SIPD,Sreeya Sewu Indonesia Tbk.,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,"Fish, Meat, & Poultry",D231,"COMPOSITE, DBX, IDXNONCYC, IDXSMC-COM, ISSI",1996-12-27,Development,1839102056,1232198377520
SKBM,Sekar Bumi Tbk.,Consumer Non-Cyclicals,Food & Beverage,Processed Foods,Processed Foods,D222,"COMPOSITE, DBX, IDXNONCYC, ISSI",2012-09-28,Development,1730103217,951556769350
SKLT,Sekar Laut Tbk.,Consumer Non-Cyclicals,Food & Beverage,Processed Foods,Processed Foods,D222,"COMPOSITE, DBX, IDXNONCYC, IDXSMC-COM, ISSI",1993-09-08,Development,6907405000,1409110620000
SKRN,Superkrane Mitra Utama Tbk.,Industrials,Industrial Goods,Machinery,Construction Machinery & Heavy Vehicles,C141,"COMPOSITE, IDXINDUST, IDXSMC-COM, ISSI, MBX",2018-10-11,Main,7500000000,3075000000000
SKYB,Northcliff Citranusa Indonesia,Technology,Software & IT Services,Software,Software,I131,"COMPOSITE, IDXTECHNO",2010-07-07,Watchlist,585000000,29835000000
SLIS,Gaya Abadi Sempurna Tbk.,Consumer Cyclicals,Retailing,Specialty Retail,Electronics Retail,E742,"COMPOSITE, DBX, IDXCYCLIC, ISSI",2019-10-07,Development,2463367996,155192183748
SMAR,Sinar Mas Agro Resources and T,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,Plantations & Crops,D232,"COMPOSITE, IDXNONCYC, IDXSMC-COM, ISSI, MBX",1992-11-20,Main,2872193366,16874136025250
SMBR,Semen Baturaja (Persero) Tbk.,Basic Materials,Basic Materials,Construction Materials,Construction Materials,B121,"COMPOSITE, IDXBASIC, IDXBUMN20, IDXMESBUMN, IDXSMC-COM, ISSI, MBX",2013-06-28,Main,9932534336,1619003096768
SMCB,Solusi Bangun Indonesia Tbk.,Basic Materials,Basic Materials,Construction Materials,Construction Materials,B121,"COMPOSITE, IDXBASIC, IDXSMC-COM, ISSI",,Watchlist,9019381973,6990021029075
SMDM,Suryamas Dutamakmur Tbk.,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,"COMPOSITE, DBX, IDXPROPERT, IDXSMC-COM, ISSI",1995-10-12,Development,4772138237,2648536721535
SMDR,Samudera Indonesia  Tbk.,Transportation & Logistic,Logistics & Deliveries,Logistics & Deliveries,Logistics & Deliveries,K211,"COMPOSITE, I-GRADE, IDXSMC-COM, IDXTRANS, IDXVESTA28, ISSI, MBX",1999-07-05,Main,16375600000,4912680000000
SMGA,Sumber Mineral Global Abadi Tb,Basic Materials,Basic Materials,Metals & Minerals,Diversified Metals & Minerals,B146,"COMPOSITE, DBX, IDXBASIC, IDXSMC-COM, ISSI",2024-01-30,Development,8750000000,621250000000
SMGR,Semen Indonesia (Persero) Tbk.,Basic Materials,Basic Materials,Construction Materials,Construction Materials,B121,"COMPOSITE, ECONOMIC30, ESGQKEHATI, ESGSKEHATI, I-GRADE, IDX80, IDXBASIC, IDXBUMN20, IDXESGL, IDXLQ45LCL, IDXMESBUMN, IDXSMC-COM, IDXSMC-LIQ, Investor33, ISSI, JII70, KOMPAS100, LQ45, MBX, SMinfra18, SRI-KEHATI",1991-07-08,Main,6751540089,9857248529940
SMIL,Sarana Mitra Luas Tbk.,Industrials,Industrial Goods,Machinery,Construction Machinery & Heavy Vehicles,C141,"COMPOSITE, IDXINDUST, IDXSMC-COM, ISSI, KOMPAS100, MBX",2023-05-12,Main,8751668239,3500667295600
SMKL,Satyamitra Kemas Lestari Tbk.,Basic Materials,Basic Materials,Containers & Packaging,Containers & Packaging,B131,"COMPOSITE, DBX, IDXBASIC, ISSI",2019-07-11,Development,3418085290,481950025890
SMKM,Sumber Mas Konstruksi Tbk.,Infrastructures,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering,J211,ABX,2022-03-09,Acceleration,1253000000,86457000000
SMLE,Sinergi Multi Lestarindo Tbk.,Basic Materials,Basic Materials,Chemicals,Basic Chemicals,B111,"COMPOSITE, DBX, IDXBASIC, ISSI",2024-01-10,Development,2328153048,365520028536
SMMA,Sinarmas Multiartha Tbk.,Financials,Holding & Investment Companies,Holding & Investment Companies,Financial Holdings,G511,"COMPOSITE, DBX, IDXFINANCE",1995-07-05,Development,6367664717,128467635665475
SMMT,Golden Eagle Energy Tbk.,Energy,"Oil, Gas & Coal",Coal,Coal Production,A121,"COMPOSITE, DBX, IDXENERGY, IDXSMC-COM, ISSI",1997-12-01,Development,3425000000,6336250000000
SMRA,Summarecon Agung Tbk.,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,"COMPOSITE, ESGSKEHATI, I-GRADE, IDX80, IDXPROPERT, IDXSMC-COM, IDXSMC-LIQ, IDXV30, ISSI, JII70, KOMPAS100, MBX",1990-05-07,Main,16508568358,5381793284708
SMRU,SMR Utama Tbk.,Energy,"Oil, Gas & Coal","Oil, Gas & Coal Supports","Oil, Gas & Coal Equipment & Services",A132,"COMPOSITE, IDXENERGY",2011-10-10,Watchlist,12499385782,624969289100
SMSM,Selamat Sempurna Tbk.,Consumer Cyclicals,Automobiles & Components,Auto Components,Auto Parts & Equipment,E111,"COMPOSITE, ESGQKEHATI, ESGSKEHATI, IDXCYCLIC, IDXSMC-COM, ISSI, MBX",1996-09-09,Main,5758675440,10308029037600
SNLK,Sunter Lakeside Hotel Tbk.,Consumer Cyclicals,Consumer Services,Tourism & Recreation,"Hotels, Resorts & Cruise Lines",E512,"COMPOSITE, DBX, IDXCYCLIC, ISSI",2021-03-29,Development,450000000,99000000000
SOCI,Soechi Lines Tbk.,Energy,"Oil, Gas & Coal",Oil & Gas,Oil & Gas Storage & Distribution,A112,"COMPOSITE, DBX, IDXENERGY, IDXSMC-COM, ISSI",2014-12-03,Development,7059000000,3077724000000
SOFA,Solusi Environment Asia Tbk.,Consumer Cyclicals,Household Goods,Household Goods,Home Furnishings,E211,ABX,2020-07-07,Acceleration,1653574499,353864942786
SOHO,Soho Global Health Tbk.,Healthcare,Pharmaceuticals & Health Care Research,Pharmaceuticals,Pharmaceuticals,F211,"COMPOSITE, DBX, IDXHEALTH, IDXSMC-COM, ISSI",2020-09-08,Development,12691682390,15230018868000
SOLA,Xolare RCR Energy Tbk.,Basic Materials,Basic Materials,Construction Materials,Construction Materials,B121,"COMPOSITE, DBX, IDXBASIC, ISSI",2024-05-08,Development,3287375000,315588000000
SONA,Sona Topas Tourism Industry Tb,Consumer Cyclicals,Retailing,Department Stores,Department Stores,E731,"COMPOSITE, IDXCYCLIC, IDXSMC-COM",1992-07-21,Watchlist,662400000,1550016000000
SOSS,ALSOK Indonesia Services Tbk.,Industrials,Industrial Services,Professional Services,Human Resource & Employment Services,C231,"COMPOSITE, IDXINDUST, ISSI",2018-11-06,Watchlist,974525743,847837396410
SOTS,Satria Mega Kencana Tbk.,Consumer Cyclicals,Consumer Services,Tourism & Recreation,"Hotels, Resorts & Cruise Lines",E512,"COMPOSITE, DBX, IDXCYCLIC, IDXSMC-COM, ISSI",2018-12-10,Development,1000003979,580002307820
SOUL,Mitra Tirta Buwana Tbk.,Consumer Non-Cyclicals,Food & Beverage,Beverages,Soft Drinks,D212,ABX,2023-01-06,Acceleration,1082526223,40053470251
SPMA,Suparma Tbk.,Basic Materials,Basic Materials,Containers & Packaging,Containers & Packaging,B131,"COMPOSITE, DBX, IDXBASIC, ISSI",1994-11-16,Development,5330410085,868856843855
SPRE,Soraya Berjaya Indonesia Tbk.,Consumer Cyclicals,Apparel & Luxury Goods,Apparel & Luxury Goods,Textiles,E413,ABX,2024-07-03,Acceleration,800000000,74400000000
SPTO,Surya Pertiwi Tbk.,Industrials,Industrial Goods,Building Products & Fixtures,Building Products & Fixtures,C121,"COMPOSITE, IDXINDUST, IDXSMC-COM, ISSI, MBX",2018-05-14,Main,2700000000,1633500000000
SQMI,Wilton Makmur Indonesia Tbk.,Basic Materials,Basic Materials,Metals & Minerals,Gold,B143,"COMPOSITE, IDXBASIC",2004-07-15,Development,15537591429,1041018625743
SRAJ,Sejahteraraya Anugrahjaya Tbk.,Healthcare,Healthcare Equipment & Providers,Healthcare Providers,Healthcare Providers,F121,"COMPOSITE, DBX, IDXHEALTH",2011-04-11,Development,12238959990,147479467879500
SRIL,Sri Rejeki Isman Tbk.,Consumer Cyclicals,Apparel & Luxury Goods,Apparel & Luxury Goods,Textiles,E413,"COMPOSITE, IDXCYCLIC, IDXSMC-COM",2013-06-17,Watchlist,20452176844,2986017819224
SRSN,Indo Acidatama Tbk,Basic Materials,Basic Materials,Chemicals,Basic Chemicals,B111,"COMPOSITE, DBX, IDXBASIC",1993-01-11,Development,6020000000,427420000000
SRTG,Saratoga Investama Sedaya Tbk.,Financials,Holding & Investment Companies,Holding & Investment Companies,Investment Companies,G512,"COMPOSITE, IDXFINANCE, IDXSMC-COM, IDXSMC-LIQ, ISSI, JII70, MBX",2013-06-26,Main,13564835000,24213230475000
SSIA,Surya Semesta Internusa Tbk.,Infrastructures,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering,J211,"COMPOSITE, IDX80, IDXINFRA, IDXSMC-COM, IDXSMC-LIQ, ISSI, JII70, KOMPAS100, MBX, SMinfra18",1997-03-27,Main,4705249440,7763661576000
SSMS,Sawit Sumbermas Sarana Tbk.,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,Plantations & Crops,D232,"COMPOSITE, IDXNONCYC, IDXSMC-COM, IDXSMC-LIQ, MBX",2013-12-12,Main,9525000000,9525000000000
SSTM,Sunson Textile Manufacture Tbk,Consumer Cyclicals,Apparel & Luxury Goods,Apparel & Luxury Goods,Textiles,E413,"COMPOSITE, DBX, IDXCYCLIC, IDXSMC-COM, ISSI",,Development,1170909181,482414582572
STAA,Sumber Tani Agung Resources Tb,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,Plantations & Crops,D232,"COMPOSITE, IDXNONCYC, IDXSMC-COM, IDXSMC-LIQ, ISSI, MBX",2022-03-10,Main,10903372600,11775642408000
STAR,Calculus Global Ventures Tbk.,Financials,Holding & Investment Companies,Holding & Investment Companies,Financial Holdings,G511,"COMPOSITE, DBX, IDXFINANCE, IDXSMC-COM",2011-07-13,Development,4800000602,1286400161336
STRK,Lovina Beach Brewery Tbk.,Consumer Non-Cyclicals,Food & Beverage,Beverages,Liquors,D211,"COMPOSITE, DBX, IDXNONCYC, IDXSMC-COM",2023-10-10,Development,10721835562,675475640406
STTP,Siantar Top Tbk.,Consumer Non-Cyclicals,Food & Beverage,Processed Foods,Processed Foods,D222,"COMPOSITE, DBX, IDXNONCYC, IDXSMC-COM, ISSI",1996-12-16,Development,1310000000,12772500000000
SUGI,Sugih Energy Tbk.,Energy,"Oil, Gas & Coal",Oil & Gas,Oil & Gas Production & Refinery,A111,"COMPOSITE, IDXENERGY, IDXSMC-COM",2002-06-19,Watchlist,24811541414,1240577070700
SULI,SLJ Global Tbk.,Basic Materials,Basic Materials,Forestry & Paper,Timber,B151,"COMPOSITE, DBX, IDXBASIC, ISSI",1994-03-21,Development,6320776836,562549138404
SUNI,Sunindo Pratama Tbk.,Energy,"Oil, Gas & Coal","Oil, Gas & Coal Supports","Oil, Gas & Coal Equipment & Services",A132,"COMPOSITE, IDXENERGY, IDXSMC-COM, ISSI, MBX",2023-01-09,Main,2500000000,1825000000000
SUPA,Super Bank Indonesia Tbk.,Financials,Banks,Banks,Banks,G111,"COMPOSITE, DBX, IDXFINANCE",2025-12-17,Development,33558047450,20302618707250
SUPR,Solusi Tunas Pratama Tbk.,Infrastructures,Telecommunication,Wireless Telecommunication Services,Wireless Telecommunication Services,J321,"COMPOSITE, IDXINFRA, IDXSMC-COM, ISSI",2011-10-11,Watchlist,1137579698,49882869757300
SURE,Super Energy Tbk.,Energy,"Oil, Gas & Coal",Oil & Gas,Oil & Gas Production & Refinery,A111,"COMPOSITE, DBX, IDXENERGY, IDXSMC-COM",2018-10-05,Development,1497576771,4148287655670
SURI,Maja Agung Latexindo Tbk.,Healthcare,Healthcare Equipment & Providers,Healthcare Equipment & Supplies,Healthcare Supplies & Distributions,F112,"COMPOSITE, DBX, IDXHEALTH, ISSI",2023-12-07,Development,6334375000,456075000000
SWAT,Sriwahana Adityakarta Tbk.,Basic Materials,Basic Materials,Forestry & Paper,Paper,B152,"COMPOSITE, IDXBASIC",2018-06-08,Watchlist,3019200000,48307200000
